delta_yaw_1,delta_yaw_2,delta_yaw_3,delta_yaw_4,delta_yaw_5,delta_yaw_6,delta_yaw_7,delta_yaw_8,delta_yaw_9,delta_yaw_10,delta_yaw_11,delta_yaw_12,delta_yaw_13,delta_yaw_14,delta_yaw_15,delta_yaw_16,delta_yaw_17,delta_yaw_18,delta_yaw_19,delta_yaw_20,delta_yaw_21,delta_yaw_22,delta_yaw_23,delta_yaw_24,delta_yaw_25,delta_yaw_26,delta_yaw_27,delta_yaw_28,delta_yaw_29,delta_yaw_30,delta_yaw_31,delta_yaw_32,delta_yaw_33,delta_yaw_34,delta_yaw_35,delta_yaw_36,delta_yaw_37,delta_yaw_38,delta_yaw_39,delta_yaw_40,delta_yaw_41,delta_yaw_42,delta_yaw_43,delta_yaw_44,delta_yaw_45,delta_yaw_46,delta_yaw_47,delta_yaw_48,delta_yaw_49,delta_yaw_50,delta_yaw_51,delta_yaw_52,delta_yaw_53,delta_yaw_54,delta_yaw_55,delta_yaw_56,delta_yaw_57,delta_yaw_58,delta_yaw_59,delta_yaw_60,delta_pitch_1,delta_pitch_2,delta_pitch_3,delta_pitch_4,delta_pitch_5,delta_pitch_6,delta_pitch_7,delta_pitch_8,delta_pitch_9,delta_pitch_10,delta_pitch_11,delta_pitch_12,delta_pitch_13,delta_pitch_14,delta_pitch_15,delta_pitch_16,delta_pitch_17,delta_pitch_18,delta_pitch_19,delta_pitch_20,delta_pitch_21,delta_pitch_22,delta_pitch_23,delta_pitch_24,delta_pitch_25,delta_pitch_26,delta_pitch_27,delta_pitch_28,delta_pitch_29,delta_pitch_30,delta_pitch_31,delta_pitch_32,delta_pitch_33,delta_pitch_34,delta_pitch_35,delta_pitch_36,delta_pitch_37,delta_pitch_38,delta_pitch_39,delta_pitch_40,delta_pitch_41,delta_pitch_42,delta_pitch_43,delta_pitch_44,delta_pitch_45,delta_pitch_46,delta_pitch_47,delta_pitch_48,delta_pitch_49,delta_pitch_50,delta_pitch_51,delta_pitch_52,delta_pitch_53,delta_pitch_54,delta_pitch_55,delta_pitch_56,delta_pitch_57,delta_pitch_58,delta_pitch_59,delta_pitch_60,accel_yaw_1,accel_yaw_2,accel_yaw_3,accel_yaw_4,accel_yaw_5,accel_yaw_6,accel_yaw_7,accel_yaw_8,accel_yaw_9,accel_yaw_10,accel_yaw_11,accel_yaw_12,accel_yaw_13,accel_yaw_14,accel_yaw_15,accel_yaw_16,accel_yaw_17,accel_yaw_18,accel_yaw_19,accel_yaw_20,accel_yaw_21,accel_yaw_22,accel_yaw_23,accel_yaw_24,accel_yaw_25,accel_yaw_26,accel_yaw_27,accel_yaw_28,accel_yaw_29,accel_yaw_30,accel_yaw_31,accel_yaw_32,accel_yaw_33,accel_yaw_34,accel_yaw_35,accel_yaw_36,accel_yaw_37,accel_yaw_38,accel_yaw_39,accel_yaw_40,accel_yaw_41,accel_yaw_42,accel_yaw_43,accel_yaw_44,accel_yaw_45,accel_yaw_46,accel_yaw_47,accel_yaw_48,accel_yaw_49,accel_yaw_50,accel_yaw_51,accel_yaw_52,accel_yaw_53,accel_yaw_54,accel_yaw_55,accel_yaw_56,accel_yaw_57,accel_yaw_58,accel_yaw_59,accel_yaw_60,accel_pitch_1,accel_pitch_2,accel_pitch_3,accel_pitch_4,accel_pitch_5,accel_pitch_6,accel_pitch_7,accel_pitch_8,accel_pitch_9,accel_pitch_10,accel_pitch_11,accel_pitch_12,accel_pitch_13,accel_pitch_14,accel_pitch_15,accel_pitch_16,accel_pitch_17,accel_pitch_18,accel_pitch_19,accel_pitch_20,accel_pitch_21,accel_pitch_22,accel_pitch_23,accel_pitch_24,accel_pitch_25,accel_pitch_26,accel_pitch_27,accel_pitch_28,accel_pitch_29,accel_pitch_30,accel_pitch_31,accel_pitch_32,accel_pitch_33,accel_pitch_34,accel_pitch_35,accel_pitch_36,accel_pitch_37,accel_pitch_38,accel_pitch_39,accel_pitch_40,accel_pitch_41,accel_pitch_42,accel_pitch_43,accel_pitch_44,accel_pitch_45,accel_pitch_46,accel_pitch_47,accel_pitch_48,accel_pitch_49,accel_pitch_50,accel_pitch_51,accel_pitch_52,accel_pitch_53,accel_pitch_54,accel_pitch_55,accel_pitch_56,accel_pitch_57,accel_pitch_58,accel_pitch_59,accel_pitch_60,jerk_yaw_1,jerk_yaw_2,jerk_yaw_3,jerk_yaw_4,jerk_yaw_5,jerk_yaw_6,jerk_yaw_7,jerk_yaw_8,jerk_yaw_9,jerk_yaw_10,jerk_yaw_11,jerk_yaw_12,jerk_yaw_13,jerk_yaw_14,jerk_yaw_15,jerk_yaw_16,jerk_yaw_17,jerk_yaw_18,jerk_yaw_19,jerk_yaw_20,jerk_yaw_21,jerk_yaw_22,jerk_yaw_23,jerk_yaw_24,jerk_yaw_25,jerk_yaw_26,jerk_yaw_27,jerk_yaw_28,jerk_yaw_29,jerk_yaw_30,jerk_yaw_31,jerk_yaw_32,jerk_yaw_33,jerk_yaw_34,jerk_yaw_35,jerk_yaw_36,jerk_yaw_37,jerk_yaw_38,jerk_yaw_39,jerk_yaw_40,jerk_yaw_41,jerk_yaw_42,jerk_yaw_43,jerk_yaw_44,jerk_yaw_45,jerk_yaw_46,jerk_yaw_47,jerk_yaw_48,jerk_yaw_49,jerk_yaw_50,jerk_yaw_51,jerk_yaw_52,jerk_yaw_53,jerk_yaw_54,jerk_yaw_55,jerk_yaw_56,jerk_yaw_57,jerk_yaw_58,jerk_yaw_59,jerk_yaw_60,jerk_pitch_1,jerk_pitch_2,jerk_pitch_3,jerk_pitch_4,jerk_pitch_5,jerk_pitch_6,jerk_pitch_7,jerk_pitch_8,jerk_pitch_9,jerk_pitch_10,jerk_pitch_11,jerk_pitch_12,jerk_pitch_13,jerk_pitch_14,jerk_pitch_15,jerk_pitch_16,jerk_pitch_17,jerk_pitch_18,jerk_pitch_19,jerk_pitch_20,jerk_pitch_21,jerk_pitch_22,jerk_pitch_23,jerk_pitch_24,jerk_pitch_25,jerk_pitch_26,jerk_pitch_27,jerk_pitch_28,jerk_pitch_29,jerk_pitch_30,jerk_pitch_31,jerk_pitch_32,jerk_pitch_33,jerk_pitch_34,jerk_pitch_35,jerk_pitch_36,jerk_pitch_37,jerk_pitch_38,jerk_pitch_39,jerk_pitch_40,jerk_pitch_41,jerk_pitch_42,jerk_pitch_43,jerk_pitch_44,jerk_pitch_45,jerk_pitch_46,jerk_pitch_47,jerk_pitch_48,jerk_pitch_49,jerk_pitch_50,jerk_pitch_51,jerk_pitch_52,jerk_pitch_53,jerk_pitch_54,jerk_pitch_55,jerk_pitch_56,jerk_pitch_57,jerk_pitch_58,jerk_pitch_59,jerk_pitch_60,gcd_error_yaw_1,gcd_error_yaw_2,gcd_error_yaw_3,gcd_error_yaw_4,gcd_error_yaw_5,gcd_error_yaw_6,gcd_error_yaw_7,gcd_error_yaw_8,gcd_error_yaw_9,gcd_error_yaw_10,gcd_error_yaw_11,gcd_error_yaw_12,gcd_error_yaw_13,gcd_error_yaw_14,gcd_error_yaw_15,gcd_error_yaw_16,gcd_error_yaw_17,gcd_error_yaw_18,gcd_error_yaw_19,gcd_error_yaw_20,gcd_error_yaw_21,gcd_error_yaw_22,gcd_error_yaw_23,gcd_error_yaw_24,gcd_error_yaw_25,gcd_error_yaw_26,gcd_error_yaw_27,gcd_error_yaw_28,gcd_error_yaw_29,gcd_error_yaw_30,gcd_error_yaw_31,gcd_error_yaw_32,gcd_error_yaw_33,gcd_error_yaw_34,gcd_error_yaw_35,gcd_error_yaw_36,gcd_error_yaw_37,gcd_error_yaw_38,gcd_error_yaw_39,gcd_error_yaw_40,gcd_error_yaw_41,gcd_error_yaw_42,gcd_error_yaw_43,gcd_error_yaw_44,gcd_error_yaw_45,gcd_error_yaw_46,gcd_error_yaw_47,gcd_error_yaw_48,gcd_error_yaw_49,gcd_error_yaw_50,gcd_error_yaw_51,gcd_error_yaw_52,gcd_error_yaw_53,gcd_error_yaw_54,gcd_error_yaw_55,gcd_error_yaw_56,gcd_error_yaw_57,gcd_error_yaw_58,gcd_error_yaw_59,gcd_error_yaw_60,gcd_error_pitch_1,gcd_error_pitch_2,gcd_error_pitch_3,gcd_error_pitch_4,gcd_error_pitch_5,gcd_error_pitch_6,gcd_error_pitch_7,gcd_error_pitch_8,gcd_error_pitch_9,gcd_error_pitch_10,gcd_error_pitch_11,gcd_error_pitch_12,gcd_error_pitch_13,gcd_error_pitch_14,gcd_error_pitch_15,gcd_error_pitch_16,gcd_error_pitch_17,gcd_error_pitch_18,gcd_error_pitch_19,gcd_error_pitch_20,gcd_error_pitch_21,gcd_error_pitch_22,gcd_error_pitch_23,gcd_error_pitch_24,gcd_error_pitch_25,gcd_error_pitch_26,gcd_error_pitch_27,gcd_error_pitch_28,gcd_error_pitch_29,gcd_error_pitch_30,gcd_error_pitch_31,gcd_error_pitch_32,gcd_error_pitch_33,gcd_error_pitch_34,gcd_error_pitch_35,gcd_error_pitch_36,gcd_error_pitch_37,gcd_error_pitch_38,gcd_error_pitch_39,gcd_error_pitch_40,gcd_error_pitch_41,gcd_error_pitch_42,gcd_error_pitch_43,gcd_error_pitch_44,gcd_error_pitch_45,gcd_error_pitch_46,gcd_error_pitch_47,gcd_error_pitch_48,gcd_error_pitch_49,gcd_error_pitch_50,gcd_error_pitch_51,gcd_error_pitch_52,gcd_error_pitch_53,gcd_error_pitch_54,gcd_error_pitch_55,gcd_error_pitch_56,gcd_error_pitch_57,gcd_error_pitch_58,gcd_error_pitch_59,gcd_error_pitch_60,label
-2.5357056,13.479248,12.144653,10.9435425,6.272522,9.27533,-2.8693237,-5.938843,0.0,6.4727173,4.5375977,-2.135315,-7.34021,-7.673828,-14.346741,-10.676636,-4.27063,0.6672363,-0.40039062,-0.066711426,0.13342285,-0.40039062,-1.2678223,-2.4022827,-1.2011108,-0.066711426,0.20019531,-1.067627,-4.9379272,-0.9342041,0.5338135,0.0,0.20019531,0.0,-0.066711426,-0.33361816,-0.33361816,0.0,-0.33361816,-0.066711426,-0.20019531,-0.33361816,0.0,0.13345337,0.46710205,1.3345337,1.6014404,0.066711426,0.0,0.0,-1.1343384,-0.6672363,-0.40039062,-0.5338135,-0.13342285,0.46710205,0.7340088,0.066711426,0.0,0.13345337,6.072331,2.2687788,-0.20018482,-2.8026123,-4.1371927,-6.8730793,-0.66728926,2.001868,1.8016808,2.535699,1.8016801,0.6672878,1.4680367,2.4689693,2.4022408,0.20018673,-0.06672859,-0.13345718,0.33364296,0.13345718,0.20018673,-0.06672859,-1.734952,-5.004668,-2.8693428,-0.26691628,-0.2001872,-0.26691628,-0.5338316,0.0,-0.26691628,0.0,-0.13345814,-0.2669158,-0.2001872,-0.2001872,0.26691628,0.0,0.0,0.06672907,0.33364534,0.2001872,0.0,0.0,0.0,-0.06672907,-0.26691628,0.0,0.0,-0.13345766,-2.0685964,-0.20018649,3.403175,2.535698,0.26691628,-1.267849,-1.1343918,0.0,0.0,0.0,-2.4689941,16.014954,-1.3345947,-1.2011108,-4.6710205,3.0028076,-12.144653,-3.069519,5.938843,6.4727173,-1.9351196,-6.6729126,-5.204895,-0.33361816,-6.6729126,3.670105,6.406006,4.937866,-1.067627,0.3336792,0.20013428,-0.5338135,-0.86743164,-1.1344604,1.2011719,1.1343994,0.26690674,-1.2678223,-3.8703003,4.003723,1.4680176,-0.5338135,0.20019531,-0.20019531,-0.066711426,-0.26690674,0.0,0.33361816,-0.33361816,0.26690674,-0.13348389,-0.13342285,0.33361816,0.13345337,0.33364868,0.86743164,0.26690674,-1.534729,-0.066711426,0.0,-1.1343384,0.46710205,0.2668457,-0.13342285,0.40039062,0.6005249,0.26690674,-0.66729736,-0.066711426,0.13345337,6.13906,-3.8035522,-2.4689636,-2.6024275,-1.3345804,-2.7358866,6.20579,2.6691573,-0.2001872,0.7340181,-0.7340188,-1.1343923,0.8007488,1.0009327,-0.06672859,-2.202054,-0.26691532,-0.06672859,0.46710014,-0.20018578,0.066729546,-0.26691532,-1.6682234,-3.2697163,2.1353254,2.6024265,0.06672907,-0.06672907,-0.26691532,0.5338316,-0.26691628,0.26691628,-0.13345814,-0.13345766,0.06672859,0.0,0.46710348,-0.26691628,0.0,0.06672907,0.26691628,-0.13345814,-0.2001872,0.0,0.0,-0.06672907,-0.2001872,0.26691628,0.0,-0.13345766,-1.9351387,1.8684099,3.6033616,-0.8674772,-2.2687817,-1.5347652,0.13345718,1.1343918,0.0,0.0,-2.5357056,18.483948,-17.349548,0.13348389,-3.4699097,7.673828,-15.147461,9.075134,9.008362,0.5338745,-8.407837,-4.737793,1.4680176,4.871277,-6.3392944,10.343018,2.7359009,-1.4681396,-6.005493,1.4013062,-0.13354492,-0.73394775,-0.33361816,-0.2670288,2.3356323,-0.06677246,-0.8674927,-1.534729,-2.602478,7.8740234,-2.5357056,-2.001831,0.7340088,-0.40039062,0.13348389,-0.20019531,0.26690674,0.33361816,-0.6672363,0.6005249,-0.40039062,6.1035156E-5,0.46704102,-0.2001648,0.20019531,0.53378296,-0.6005249,-1.8016357,1.4680176,0.066711426,-1.1343384,1.6014404,-0.20025635,-0.40026855,0.5338135,0.20013428,-0.33361816,-0.9342041,0.60058594,0.2001648,5.872144,-9.942612,1.3345885,-0.13346386,1.2678471,-1.4013062,8.941677,-3.5366328,-2.8693445,0.9342053,-1.4680369,-0.40037346,1.9351411,0.20018387,-1.0676613,-2.1353254,1.9351387,0.20018673,0.53382874,-0.6672859,0.26691532,-0.33364487,-1.4013081,-1.6014929,5.4050417,0.4671011,-2.5356975,-0.13345814,-0.20018625,0.8007469,-0.8007479,0.53383255,-0.4003744,4.7683716E-7,0.20018625,-0.06672859,0.46710348,-0.73401976,0.26691628,0.06672907,0.2001872,-0.4003744,-0.06672907,0.2001872,0.0,-0.06672907,-0.13345814,0.46710348,-0.26691628,-0.13345766,-1.801681,3.8035486,1.7349517,-4.4708385,-1.4013045,0.7340164,1.6682224,1.0009346,-1.1343918,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
-10.676636,-4.27063,0.6672363,-0.40039062,-0.066711426,0.13342285,-0.40039062,-1.2678223,-2.4022827,-1.2011108,-0.066711426,0.20019531,-1.067627,-4.9379272,-0.9342041,0.5338135,0.0,0.20019531,0.0,-0.066711426,-0.33361816,-0.33361816,0.0,-0.33361816,-0.066711426,-0.20019531,-0.33361816,0.0,0.13345337,0.46710205,1.3345337,1.6014404,0.066711426,0.0,0.0,-1.1343384,-0.6672363,-0.40039062,-0.5338135,-0.13342285,0.46710205,0.7340088,0.066711426,0.0,0.13345337,-0.40039062,0.0,0.0,0.0,0.0,0.0,0.066711426,0.066711426,0.0,0.066711426,0.066711426,0.066711426,0.0,0.066711426,0.0,0.20018673,-0.06672859,-0.13345718,0.33364296,0.13345718,0.20018673,-0.06672859,-1.734952,-5.004668,-2.8693428,-0.26691628,-0.2001872,-0.26691628,-0.5338316,0.0,-0.26691628,0.0,-0.13345814,-0.2669158,-0.2001872,-0.2001872,0.26691628,0.0,0.0,0.06672907,0.33364534,0.2001872,0.0,0.0,0.0,-0.06672907,-0.26691628,0.0,0.0,-0.13345766,-2.0685964,-0.20018649,3.403175,2.535698,0.26691628,-1.267849,-1.1343918,0.0,0.0,0.0,0.0,-0.06672907,0.0,-0.06672907,0.0,-0.06672907,-0.26691628,-0.2001872,0.0,0.0,-0.06672907,0.0,0.0,0.0,-0.06672907,3.670105,6.406006,4.937866,-1.067627,0.3336792,0.20013428,-0.5338135,-0.86743164,-1.1344604,1.2011719,1.1343994,0.26690674,-1.2678223,-3.8703003,4.003723,1.4680176,-0.5338135,0.20019531,-0.20019531,-0.066711426,-0.26690674,0.0,0.33361816,-0.33361816,0.26690674,-0.13348389,-0.13342285,0.33361816,0.13345337,0.33364868,0.86743164,0.26690674,-1.534729,-0.066711426,0.0,-1.1343384,0.46710205,0.2668457,-0.13342285,0.40039062,0.6005249,0.26690674,-0.66729736,-0.066711426,0.13345337,-0.533844,0.40039062,0.0,0.0,0.0,0.0,0.066711426,0.0,-0.066711426,0.066711426,0.0,0.0,-0.066711426,0.066711426,-0.066711426,-2.202054,-0.26691532,-0.06672859,0.46710014,-0.20018578,0.066729546,-0.26691532,-1.6682234,-3.2697163,2.1353254,2.6024265,0.06672907,-0.06672907,-0.26691532,0.5338316,-0.26691628,0.26691628,-0.13345814,-0.13345766,0.06672859,0.0,0.46710348,-0.26691628,0.0,0.06672907,0.26691628,-0.13345814,-0.2001872,0.0,0.0,-0.06672907,-0.2001872,0.26691628,0.0,-0.13345766,-1.9351387,1.8684099,3.6033616,-0.8674772,-2.2687817,-1.5347652,0.13345718,1.1343918,0.0,0.0,0.0,-0.06672907,0.06672907,-0.06672907,0.06672907,-0.06672907,-0.2001872,0.06672907,0.2001872,0.0,-0.06672907,0.06672907,0.0,0.0,-0.06672907,10.343018,2.7359009,-1.4681396,-6.005493,1.4013062,-0.13354492,-0.73394775,-0.33361816,-0.2670288,2.3356323,-0.06677246,-0.8674927,-1.534729,-2.602478,7.8740234,-2.5357056,-2.001831,0.7340088,-0.40039062,0.13348389,-0.20019531,0.26690674,0.33361816,-0.6672363,0.6005249,-0.40039062,6.1035156E-5,0.46704102,-0.2001648,0.20019531,0.53378296,-0.6005249,-1.8016357,1.4680176,0.066711426,-1.1343384,1.6014404,-0.20025635,-0.40026855,0.5338135,0.20013428,-0.33361816,-0.9342041,0.60058594,0.2001648,-0.66729736,0.9342346,-0.40039062,0.0,0.0,0.0,0.066711426,-0.066711426,-0.066711426,0.13342285,-0.066711426,0.0,-0.066711426,0.13342285,-0.13342285,-2.1353254,1.9351387,0.20018673,0.53382874,-0.6672859,0.26691532,-0.33364487,-1.4013081,-1.6014929,5.4050417,0.4671011,-2.5356975,-0.13345814,-0.20018625,0.8007469,-0.8007479,0.53383255,-0.4003744,4.7683716E-7,0.20018625,-0.06672859,0.46710348,-0.73401976,0.26691628,0.06672907,0.2001872,-0.4003744,-0.06672907,0.2001872,0.0,-0.06672907,-0.13345814,0.46710348,-0.26691628,-0.13345766,-1.801681,3.8035486,1.7349517,-4.4708385,-1.4013045,0.7340164,1.6682224,1.0009346,-1.1343918,0.0,0.0,-0.06672907,0.13345814,-0.13345814,0.13345814,-0.13345814,-0.13345814,0.26691628,0.13345814,-0.2001872,-0.06672907,0.13345814,-0.06672907,0.0,-0.06672907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
-0.9342041,0.5338135,0.0,0.20019531,0.0,-0.066711426,-0.33361816,-0.33361816,0.0,-0.33361816,-0.066711426,-0.20019531,-0.33361816,0.0,0.13345337,0.46710205,1.3345337,1.6014404,0.066711426,0.0,0.0,-1.1343384,-0.6672363,-0.40039062,-0.5338135,-0.13342285,0.46710205,0.7340088,0.066711426,0.0,0.13345337,-0.40039062,0.0,0.0,0.0,0.0,0.0,0.066711426,0.066711426,0.0,0.066711426,0.066711426,0.066711426,0.0,0.066711426,0.0,-0.13342285,-0.40039062,0.066711426,0.0,0.0,-0.066711426,0.0,0.066711426,0.0,0.066711426,0.066711426,0.0,0.0,0.066711426,0.0,-0.26691628,0.0,-0.13345814,-0.2669158,-0.2001872,-0.2001872,0.26691628,0.0,0.0,0.06672907,0.33364534,0.2001872,0.0,0.0,0.0,-0.06672907,-0.26691628,0.0,0.0,-0.13345766,-2.0685964,-0.20018649,3.403175,2.535698,0.26691628,-1.267849,-1.1343918,0.0,0.0,0.0,0.0,-0.06672907,0.0,-0.06672907,0.0,-0.06672907,-0.26691628,-0.2001872,0.0,0.0,-0.06672907,0.0,0.0,0.0,-0.06672907,0.0,0.0,-0.26691628,0.0,-0.06672907,0.0,0.0,0.0,0.0,0.0,0.0,-0.06672907,0.0,0.0,4.003723,1.4680176,-0.5338135,0.20019531,-0.20019531,-0.066711426,-0.26690674,0.0,0.33361816,-0.33361816,0.26690674,-0.13348389,-0.13342285,0.33361816,0.13345337,0.33364868,0.86743164,0.26690674,-1.534729,-0.066711426,0.0,-1.1343384,0.46710205,0.2668457,-0.13342285,0.40039062,0.6005249,0.26690674,-0.66729736,-0.066711426,0.13345337,-0.533844,0.40039062,0.0,0.0,0.0,0.0,0.066711426,0.0,-0.066711426,0.066711426,0.0,0.0,-0.066711426,0.066711426,-0.066711426,-0.13342285,-0.26696777,0.46710205,-0.066711426,0.0,-0.066711426,0.066711426,0.066711426,-0.066711426,0.066711426,0.0,-0.066711426,0.0,0.066711426,0.5338316,-0.26691628,0.26691628,-0.13345814,-0.13345766,0.06672859,0.0,0.46710348,-0.26691628,0.0,0.06672907,0.26691628,-0.13345814,-0.2001872,0.0,0.0,-0.06672907,-0.2001872,0.26691628,0.0,-0.13345766,-1.9351387,1.8684099,3.6033616,-0.8674772,-2.2687817,-1.5347652,0.13345718,1.1343918,0.0,0.0,0.0,-0.06672907,0.06672907,-0.06672907,0.06672907,-0.06672907,-0.2001872,0.06672907,0.2001872,0.0,-0.06672907,0.06672907,0.0,0.0,-0.06672907,0.06672907,0.0,-0.26691628,0.26691628,-0.06672907,0.06672907,0.0,0.0,0.0,0.0,0.0,-0.06672907,0.06672907,0.0,7.8740234,-2.5357056,-2.001831,0.7340088,-0.40039062,0.13348389,-0.20019531,0.26690674,0.33361816,-0.6672363,0.6005249,-0.40039062,6.1035156E-5,0.46704102,-0.2001648,0.20019531,0.53378296,-0.6005249,-1.8016357,1.4680176,0.066711426,-1.1343384,1.6014404,-0.20025635,-0.40026855,0.5338135,0.20013428,-0.33361816,-0.9342041,0.60058594,0.2001648,-0.66729736,0.9342346,-0.40039062,0.0,0.0,0.0,0.066711426,-0.066711426,-0.066711426,0.13342285,-0.066711426,0.0,-0.066711426,0.13342285,-0.13342285,-0.066711426,-0.13354492,0.7340698,-0.5338135,0.066711426,-0.066711426,0.13342285,0.0,-0.13342285,0.13342285,-0.066711426,-0.066711426,0.066711426,0.066711426,0.8007469,-0.8007479,0.53383255,-0.4003744,4.7683716E-7,0.20018625,-0.06672859,0.46710348,-0.73401976,0.26691628,0.06672907,0.2001872,-0.4003744,-0.06672907,0.2001872,0.0,-0.06672907,-0.13345814,0.46710348,-0.26691628,-0.13345766,-1.801681,3.8035486,1.7349517,-4.4708385,-1.4013045,0.7340164,1.6682224,1.0009346,-1.1343918,0.0,0.0,-0.06672907,0.13345814,-0.13345814,0.13345814,-0.13345814,-0.13345814,0.26691628,0.13345814,-0.2001872,-0.06672907,0.13345814,-0.06672907,0.0,-0.06672907,0.13345814,-0.06672907,-0.26691628,0.53383255,-0.33364534,0.13345814,-0.06672907,0.0,0.0,0.0,0.0,-0.06672907,0.13345814,-0.06672907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
